CustomerID,CustomerName,ShopName,Channel,Phone,Email,AddressLine,Area,City,Pincode,GSTIN,RegistrationDate,Status
131,Prasad Iyer,Sree General Stores,Wholesale,9375680092,prasadiyer6418@example.com,"164, Rd Dabagardens",Dabagardens,Visakhapatnam,53015,37TUDGS5873FATT,2025-09-05 00:00:00,Inactive
132,Akhil Das,Om Café,Retail,6796687600,akhildas9025@mail.com,"11, Rd Seethammadhara",Seethammadhara,Visakhapatnam,53057,37GJGCQ4481LGOF,2020-04-04 00:00:00,Inactive
133,Suresh Patel,Annapurna General Stores,HoReCa,9082517808,sureshpatel9850@example.com,"186, Rd Akkayyapalem",Akkayyapalem,Visakhapatnam,53097,37WFTMN3913R7KX,2023-08-30 00:00:00,Active
134,Vamsi Joshi,Lakshmi Beverages,HoReCa,8903281713,vamsijoshi5508@example.com,"192, Nagar Kancharapalem",Kancharapalem,Visakhapatnam,53030,37TBRGY3609UK5X,2025-10-11 00:00:00,Inactive
135,Lakshmi Sharma,Sri Refreshments,HoReCa,7060201729,lakshmisharma4575@mail.com,"170, Rd Gajuwaka",Gajuwaka,Visakhapatnam,53083,37MJWNO5227BLKS,2020-05-21 00:00:00,Active
136,Divya Kumar,Sai Hotel,Institutional,7408095399,divyakumar655@example.com,"183, Rd Dabagardens",Dabagardens,Visakhapatnam,53053,37UAFBP1747R8GN,2021-09-20 00:00:00,Active
137,Harsha Iyer,Om Super Mart,Wholesale,8761879555,harshaiyer1509@example.com,"128, Street Gajuwaka",Gajuwaka,Visakhapatnam,53094,37JPGUF4626M22F,2021-04-26 00:00:00,Active
138,Prasad Shetty,Balaji Beverages,Wholesale,8201325828,prasadshetty4584@example.com,"151, Street Maharanipeta",Maharanipeta,Visakhapatnam,53026,37MHVQM5376BA4N,2023-11-15 00:00:00,Active
139,Suma Reddy,Venkateswara General Stores,HoReCa,6929163034,sumareddy1920@demo.in,"108, Rd MVP Colony",MVP Colony,Visakhapatnam,53018,37ONXTB2529QQ4W,2025-10-09 00:00:00,Active
140,Divya Naidu,Annapurna Cool Drinks,Retail,9574528447,divyanaidu477@mail.com,"109, Lane Akkayyapalem",Akkayyapalem,Visakhapatnam,53026,37HBYFP2719F1ZV,2021-12-14 00:00:00,Active
141,Vamsi Gupta,Om Hotel,Wholesale,6218722036,vamsigupta6646@mail.com,"25, Street Maddilapalem",Maddilapalem,Visakhapatnam,53002,37YOMBX2722ELJV,2022-11-26 00:00:00,Inactive
142,Ramesh Naidu,Sai Hotel,Wholesale,6908651199,rameshnaidu7066@mail.com,"43, Lane Malkapuram",Malkapuram,Visakhapatnam,53072,37KUDPH2336ND5A,2024-11-23 00:00:00,Inactive
143,Lakshmi Verma,Om Refreshments,Retail,9979328884,lakshmiverma6777@example.com,"37, Rd Resapuvanipalem",Resapuvanipalem,Visakhapatnam,53032,37EHKJL0350PYP7,2025-05-19 00:00:00,Active
144,Karthik Das,Venkateswara Beverages,HoReCa,7462761605,karthikdas7997@mail.com,"107, Nagar Auto Nagar",Auto Nagar,Visakhapatnam,53035,37LBMDA0340E79L,2020-04-21 00:00:00,Inactive
145,Chaitanya Kumar,Sree Cool Drinks,HoReCa,7169295217,chaitanyakumar3331@example.com,"140, Rd Kancharapalem",Kancharapalem,Visakhapatnam,53082,37FFKGR2241BLRH,2022-11-20 00:00:00,Active
146,Anusha Sharma,Balaji Beverages,Institutional,8531543910,anushasharma7882@demo.in,"193, Lane Yendada",Yendada,Visakhapatnam,53087,37TULFB6320FVJI,2020-06-22 00:00:00,Active
147,Mahesh Sharma,Om Beverages,Retail,9204962632,maheshsharma8798@demo.in,"157, Rd Akkayyapalem",Akkayyapalem,Visakhapatnam,53031,37RKUPG7984F26N,2022-08-09 00:00:00,Active
148,Pavan Nair,Lakshmi Refreshments,Wholesale,7578466458,pavannair6195@mail.com,"95, Rd Kancharapalem",Kancharapalem,Visakhapatnam,53050,37MGUSA1157LHNO,2020-10-25 00:00:00,Inactive
149,Ravi Joshi,Venkateswara Super Mart,Institutional,9752268912,ravijoshi1625@example.com,"49, Street Akkayyapalem",Akkayyapalem,Visakhapatnam,53050,37YYMOZ8907FYY4,2024-03-30 00:00:00,Active
150,Suresh Shetty,Venkateswara General Stores,HoReCa,7007146626,sureshshetty7673@demo.in,"102, Rd Kurmannapalem",Kurmannapalem,Visakhapatnam,53080,37YGRFD3923F91M,2020-09-25 00:00:00,Active
151,Naveen Reddy,Venkateswara Super Mart,Institutional,9512008659,naveenreddy3190@example.com,"45, Street Akkayyapalem",Akkayyapalem,Visakhapatnam,53027,37YOGOW3921E2CG,2025-05-04 00:00:00,Inactive
152,Suma Naidu,Venkateswara General Stores,Institutional,9580305139,sumanaidu9924@demo.in,"52, Nagar Seethammadhara",Seethammadhara,Visakhapatnam,53012,37TCSAJ5518KS9A,2024-10-18 00:00:00,Active
153,Naveen Naidu,Sree Café,HoReCa,7689319681,naveennaidu1656@example.com,"34, Street Gopalapatnam",Gopalapatnam,Visakhapatnam,53016,37GIMFU1288HAJ0,2020-12-10 00:00:00,Active
154,Neha Iyer,Lakshmi Refreshments,Institutional,9542448824,nehaiyer3639@demo.in,"35, Lane Akkayyapalem",Akkayyapalem,Visakhapatnam,53062,37ONQWF1760KD5E,2021-06-04 00:00:00,Active
155,Keerthi Verma,Sree General Stores,HoReCa,9686287490,keerthiverma3486@mail.com,"174, Rd Gopalapatnam",Gopalapatnam,Visakhapatnam,53064,37BQCPL5887JJQI,2024-05-12 00:00:00,Active
156,Suma Iyer,Sri Café,Wholesale,9982945668,sumaiyer5176@mail.com,"81, Nagar Seethammadhara",Seethammadhara,Visakhapatnam,53088,37MUQYU9552U0NM,2020-03-27 00:00:00,Inactive
157,Sridhar Naidu,Om Beverages,Institutional,6213024371,sridharnaidu3380@demo.in,"173, Nagar Kurmannapalem",Kurmannapalem,Visakhapatnam,53033,37FDJJU2372B1O1,2023-03-06 00:00:00,Inactive
158,Pavan Sharma,Annapurna Beverages,Institutional,7891619747,pavansharma4804@example.com,"67, Street Dabagardens",Dabagardens,Visakhapatnam,53001,37LWPGF5591OC0U,2020-02-21 00:00:00,Active
159,Keerthi Babu,Lakshmi Cool Drinks,Wholesale,7430531463,keerthibabu9801@demo.in,"17, Street Auto Nagar",Auto Nagar,Visakhapatnam,53068,37LILNE6445PRA1,2022-05-04 00:00:00,Active
160,Divya Yadav,Balaji General Stores,Retail,9435133153,divyayadav7051@example.com,"162, Nagar Dabagardens",Dabagardens,Visakhapatnam,53037,37OTIQP9765HVYL,2021-03-15 00:00:00,Inactive
161,Anil Yadav,Lakshmi Hotel,HoReCa,7632590151,anilyadav4652@mail.com,"32, Lane Auto Nagar",Auto Nagar,Visakhapatnam,53009,37VRGVA2095TD6A,2025-09-12 00:00:00,Active
162,Anusha Iyer,Balaji Hotel,Retail,9551503615,anushaiyer2192@example.com,"9, Rd Seethammadhara",Seethammadhara,Visakhapatnam,53017,37YXZHR0960EOW9,2025-04-13 00:00:00,Active
163,Arun Shetty,Om General Stores,Institutional,6088694272,arunshetty7532@demo.in,"92, Street Dabagardens",Dabagardens,Visakhapatnam,53090,37FECBT9682WN4I,2023-05-09 00:00:00,Active
164,Suma Verma,Sri Refreshments,HoReCa,6455959440,sumaverma5311@example.com,"124, Street Bheemunipatnam",Bheemunipatnam,Visakhapatnam,53085,37LDGWX1540J1F7,2023-04-03 00:00:00,Inactive
165,Pavan Babu,Lakshmi Hotel,Institutional,6657473575,pavanbabu9878@mail.com,"90, Rd Maharanipeta",Maharanipeta,Visakhapatnam,53084,37BPXHY2813LWXO,2020-02-12 00:00:00,Active
166,Sridhar Sharma,Lakshmi Refreshments,Retail,7520425974,sridharsharma5559@example.com,"60, Rd Malkapuram",Malkapuram,Visakhapatnam,53063,37NHJFG1973DSAK,2024-02-16 00:00:00,Active
167,Ravi Nair,Sai Hotel,Wholesale,7291677136,ravinair1691@example.com,"77, Street Gajuwaka",Gajuwaka,Visakhapatnam,53041,37VSGUU3640Z5LD,2021-09-07 00:00:00,Active
168,Lakshmi Gupta,Venkateswara Refreshments,Retail,6417458464,lakshmigupta6937@mail.com,"162, Rd Yendada",Yendada,Visakhapatnam,53076,37IIGUC3709T7Y8,2023-08-05 00:00:00,Active
169,Arun Nair,Sri Cool Drinks,Wholesale,6268638953,arunnair6194@example.com,"43, Street NAD",NAD,Visakhapatnam,53030,37NHXXS5634R88J,2023-06-03 00:00:00,Active
170,Teja Sharma,Annapurna Refreshments,Institutional,8541748576,tejasharma5202@mail.com,"80, Street NAD",NAD,Visakhapatnam,53007,37DUOID5818HGTR,2023-10-06 00:00:00,Active
171,Ravi Kumar,Balaji Hotel,Institutional,6743409659,ravikumar2533@example.com,"63, Lane Dabagardens",Dabagardens,Visakhapatnam,53007,37KEKBS9535E28Y,2024-03-27 00:00:00,Active
172,Sai Iyer,Venkateswara General Stores,Institutional,6746598480,saiiyer2744@mail.com,"119, Street Pendurthi",Pendurthi,Visakhapatnam,53023,37SOWMG8162BRE1,2024-09-25 00:00:00,Active
173,Arun Joshi,Annapurna General Stores,Wholesale,9958297428,arunjoshi9179@mail.com,"81, Rd Malkapuram",Malkapuram,Visakhapatnam,53096,37DWCFX5033W1ZN,2021-09-12 00:00:00,Active
174,Mahesh Nair,Balaji Café,Wholesale,8734819388,maheshnair3831@demo.in,"101, Street PM Palem",PM Palem,Visakhapatnam,53055,37SJDMV2133QJKT,2025-03-05 00:00:00,Active
175,Karthik Yadav,Sai Café,Institutional,8423925408,karthikyadav1800@example.com,"88, Street Siripuram",Siripuram,Visakhapatnam,53027,37XYYZT5559LPHT,2024-09-29 00:00:00,Active
176,Manikanta Kumar,Sree Cool Drinks,HoReCa,7927214652,manikantakumar5711@demo.in,"125, Lane Marripalem",Marripalem,Visakhapatnam,53005,37KJHDQ5475F8EW,2025-01-31 00:00:00,Active
177,Anusha Shetty,Sai Café,Wholesale,7898852282,anushashetty7933@demo.in,"141, Street Kurmannapalem",Kurmannapalem,Visakhapatnam,53003,37TCGPT3462UV50,2021-02-02 00:00:00,Active
178,Lakshmi Chowdary,Balaji Hotel,HoReCa,8508505147,lakshmichowdary6016@example.com,"187, Nagar Kancharapalem",Kancharapalem,Visakhapatnam,53005,37ZQEPG0611VY90,2021-03-17 00:00:00,Active
179,Sridhar Kumar,Sri Café,Retail,6408091603,sridharkumar910@example.com,"196, Rd PM Palem",PM Palem,Visakhapatnam,53092,37ZGLRZ5166S9O6,2023-05-02 00:00:00,Active
180,Manikanta Iyer,Lakshmi General Stores,Institutional,9164497601,manikantaiyer1148@mail.com,"197, Nagar Yendada",Yendada,Visakhapatnam,53014,37RUFFK5852XIVP,2021-03-01 00:00:00,Inactive
181,Rohit Babu,Annapurna Café,Wholesale,6544947040,rohitbabu3252@mail.com,"49, Lane Siripuram",Siripuram,Visakhapatnam,53057,37EYHHB3758TH41,2020-06-27 00:00:00,Active
182,Rohit Sharma,Sai Beverages,Retail,8166464504,rohitsharma6256@demo.in,"111, Nagar Resapuvanipalem",Resapuvanipalem,Visakhapatnam,53060,37QZMKV8262L57S,2024-06-23 00:00:00,Active
183,Sai Shetty,Om Cool Drinks,Wholesale,6484269208,saishetty9424@mail.com,"135, Nagar Yendada",Yendada,Visakhapatnam,53094,37BAVLY0425TIY9,2021-04-10 00:00:00,Active
184,Ravi Naidu,Annapurna Super Mart,Institutional,7221024629,ravinaidu2594@demo.in,"87, Lane Dabagardens",Dabagardens,Visakhapatnam,53040,37GRWRR9258U5WS,2022-04-09 00:00:00,Active
185,Ravi Nair,Sri Hotel,Wholesale,9248114151,ravinair2719@demo.in,"91, Lane Malkapuram",Malkapuram,Visakhapatnam,53077,37DUEOH6148A1DL,2020-04-19 00:00:00,Active
186,Madhu Naidu,Annapurna Refreshments,HoReCa,6763427278,madhunaidu1402@demo.in,"172, Lane Siripuram",Siripuram,Visakhapatnam,53092,37JSASL9747S112,2022-11-20 00:00:00,Inactive
187,Manikanta Das,Sri Refreshments,Retail,8015236648,manikantadas8877@example.com,"50, Street MVP Colony",MVP Colony,Visakhapatnam,53057,37TJYHA6386O5PR,2022-03-09 00:00:00,Inactive
188,Karthik Chowdary,Om Cool Drinks,Retail,9307592819,karthikchowdary3620@mail.com,"147, Rd Bheemunipatnam",Bheemunipatnam,Visakhapatnam,53030,37EGNVU0762AW96,2025-05-02 00:00:00,Active
189,Chaitanya Sharma,Sai Beverages,Institutional,6490419793,chaitanyasharma8337@example.com,"169, Street NAD",NAD,Visakhapatnam,53077,37SOAXU1956GKL9,2022-01-12 00:00:00,Inactive
190,Rohit Iyer,Balaji General Stores,Wholesale,9516759460,rohitiyer4932@example.com,"77, Lane Malkapuram",Malkapuram,Visakhapatnam,53095,37NCRBG5038X5Z8,2021-01-14 00:00:00,Active
191,Karthik Patel,Venkateswara Café,Wholesale,7017448143,karthikpatel1506@demo.in,"158, Nagar Marripalem",Marripalem,Visakhapatnam,53098,37NZQTI9464QZX3,2025-08-11 00:00:00,Active
192,Prasad Das,Annapurna General Stores,Retail,9487353002,prasaddas3146@demo.in,"74, Lane MVP Colony",MVP Colony,Visakhapatnam,53090,37CCWLL2366TFLD,2022-02-18 00:00:00,Active
193,Harsha Kumar,Sree Café,Retail,7420246239,harshakumar1714@mail.com,"83, Rd PM Palem",PM Palem,Visakhapatnam,53046,37UYGWJ4022G7W3,2021-05-15 00:00:00,Active
194,Rohit Iyer,Lakshmi Hotel,HoReCa,8547452129,rohitiyer9675@demo.in,"5, Rd Kancharapalem",Kancharapalem,Visakhapatnam,53009,37PNZXB8979MFUY,2022-12-26 00:00:00,Active
195,Akhil Shetty,Venkateswara Beverages,Institutional,9113606112,akhilshetty8987@example.com,"184, Rd Old Town",Old Town,Visakhapatnam,53051,37CWPXS1324JFRJ,2025-09-15 00:00:00,Active
196,Pooja Gupta,Om General Stores,HoReCa,8600380406,poojagupta9115@mail.com,"158, Nagar PM Palem",PM Palem,Visakhapatnam,53037,37GWVXQ6375APVE,2023-05-06 00:00:00,Active
197,Anusha Chowdary,Lakshmi General Stores,Institutional,7183222770,anushachowdary591@example.com,"153, Lane Maharanipeta",Maharanipeta,Visakhapatnam,53002,37VISIM9643ESV1,2020-02-14 00:00:00,Active
198,Rohit Naidu,Sai Super Mart,HoReCa,7609239114,rohitnaidu5133@mail.com,"36, Nagar Gajuwaka",Gajuwaka,Visakhapatnam,53054,37YDINC5015FYZB,2021-08-19 00:00:00,Active
199,Mahesh Das,Sree Refreshments,HoReCa,7873023671,maheshdas5597@demo.in,"89, Rd Venkojipalem",Venkojipalem,Visakhapatnam,53077,37LCCRL2925PT4T,2024-03-13 00:00:00,Inactive
200,Manikanta Naidu,Balaji Café,HoReCa,7139629301,manikantanaidu7624@mail.com,"76, Rd Seethammadhara",Seethammadhara,Visakhapatnam,53052,37EOGYQ7408T909,2025-01-16 00:00:00,Active
201,Prasad Shetty,Sree Beverages,Retail,6144652847,prasadshetty6565@demo.in,"28, Rd Malkapuram",Malkapuram,Visakhapatnam,53099,37DWBBH3803H7U5,2020-08-20 00:00:00,Active
202,Neha Yadav,Lakshmi Hotel,Retail,6808275232,nehayadav8734@mail.com,"72, Nagar Kurmannapalem",Kurmannapalem,Visakhapatnam,53043,37DSGYK2793XPD8,2021-02-10 00:00:00,Active
203,Sirisha Yadav,Sri Café,HoReCa,9090664656,sirishayadav3458@example.com,"103, Nagar Akkayyapalem",Akkayyapalem,Visakhapatnam,53052,37KPFIF2710ZLON,2023-02-22 00:00:00,Active
204,Deepak Kumar,Annapurna Hotel,HoReCa,8948087559,deepakkumar5561@example.com,"116, Nagar Bheemunipatnam",Bheemunipatnam,Visakhapatnam,53003,37AEKZN4960CZBH,2024-11-14 00:00:00,Active
205,Lakshmi Kumar,Om Refreshments,Retail,7299933935,lakshmikumar5502@demo.in,"81, Nagar Malkapuram",Malkapuram,Visakhapatnam,53011,37NNFUD1202GSJ6,2020-02-04 00:00:00,Active
206,Madhu Iyer,Balaji Super Mart,HoReCa,7189181128,madhuiyer7891@mail.com,"172, Rd Maddilapalem",Maddilapalem,Visakhapatnam,53051,37ABUSD3394W077,2025-01-04 00:00:00,Active
207,Prasad Joshi,Om Refreshments,Retail,6316500464,prasadjoshi7730@mail.com,"163, Rd Akkayyapalem",Akkayyapalem,Visakhapatnam,53054,37OVMLL0749SGMF,2023-01-11 00:00:00,Inactive
208,Rohit Reddy,Lakshmi Beverages,Retail,7400803079,rohitreddy537@mail.com,"94, Lane Maddilapalem",Maddilapalem,Visakhapatnam,53049,37GIZXK6730LJWS,2024-08-09 00:00:00,Inactive
209,Karthik Chowdary,Sri General Stores,Wholesale,6929005487,karthikchowdary6286@mail.com,"116, Rd Dabagardens",Dabagardens,Visakhapatnam,53058,37XTHFH3679CM6V,2022-05-26 00:00:00,Inactive
210,Sirisha Iyer,Balaji Hotel,Institutional,6769294865,sirishaiyer2890@example.com,"72, Lane Marripalem",Marripalem,Visakhapatnam,53063,37AYPLV4668KYNS,2024-05-12 00:00:00,Active
211,Mahesh Nair,Lakshmi Cool Drinks,HoReCa,7059811033,maheshnair4083@example.com,"177, Lane Kurmannapalem",Kurmannapalem,Visakhapatnam,53020,37PSORG9636GEWO,2025-04-10 00:00:00,Active
212,Sirisha Iyer,Sri General Stores,Retail,8278580287,sirishaiyer3658@demo.in,"113, Lane Kurmannapalem",Kurmannapalem,Visakhapatnam,53072,37ITSJS2513NH9Q,2025-03-22 00:00:00,Active
213,Madhu Gupta,Lakshmi Super Mart,Wholesale,9087794103,madhugupta1371@example.com,"166, Lane Resapuvanipalem",Resapuvanipalem,Visakhapatnam,53048,37CFOQY3201BNBA,2023-08-20 00:00:00,Inactive
214,Anusha Kumar,Sree Super Mart,HoReCa,7477349466,anushakumar3016@mail.com,"25, Rd MVP Colony",MVP Colony,Visakhapatnam,53070,37CAIUN2451OVTX,2023-05-29 00:00:00,Active
215,Akhil Joshi,Annapurna Café,Wholesale,8414955666,akhiljoshi4672@mail.com,"55, Rd Siripuram",Siripuram,Visakhapatnam,53044,37WMHPB4790GNQL,2021-03-15 00:00:00,Active
216,Vamsi Nair,Sri General Stores,Wholesale,9226491740,vamsinair9847@example.com,"20, Nagar Yendada",Yendada,Visakhapatnam,53035,37LNGYH3088B6MM,2025-01-18 00:00:00,Active
217,Teja Gupta,Balaji Refreshments,Institutional,6377656380,tejagupta1154@demo.in,"129, Lane Old Town",Old Town,Visakhapatnam,53039,37AGZGZ5234LA3K,2022-07-05 00:00:00,Active
218,Ramesh Gupta,Venkateswara Cool Drinks,HoReCa,9005999707,rameshgupta6136@mail.com,"140, Street Venkojipalem",Venkojipalem,Visakhapatnam,53071,37GDTYG5834NO4U,2021-05-28 00:00:00,Active
219,Prasad Verma,Sai Beverages,Retail,8524463887,prasadverma4913@demo.in,"24, Street Anakapalle",Anakapalle,Visakhapatnam,53083,37BHRJN2431Z2PK,2022-10-26 00:00:00,Active
220,Lakshmi Yadav,Sai Cool Drinks,Institutional,9877031819,lakshmiyadav5618@example.com,"39, Rd Dabagardens",Dabagardens,Visakhapatnam,53062,37JLQNR7964PT3B,2020-04-05 00:00:00,Inactive
221,Divya Shetty,Sai Hotel,HoReCa,8098965425,divyashetty2709@demo.in,"136, Street Gopalapatnam",Gopalapatnam,Visakhapatnam,53092,37NWDNO4166LL1Y,2021-01-24 00:00:00,Active
222,Sridhar Sharma,Balaji Cool Drinks,Retail,6557790885,sridharsharma7717@mail.com,"73, Nagar Gopalapatnam",Gopalapatnam,Visakhapatnam,53040,37OHZOJ5415BAV1,2025-09-08 00:00:00,Active
223,Sirisha Chowdary,Om Hotel,Wholesale,6873756276,sirishachowdary8557@mail.com,"173, Lane Gopalapatnam",Gopalapatnam,Visakhapatnam,53031,37UGTWE7223YILH,2024-07-13 00:00:00,Active
224,Sai Kumar,Venkateswara Refreshments,Wholesale,9072350469,saikumar4625@demo.in,"22, Lane Siripuram",Siripuram,Visakhapatnam,53002,37DLELD9246V3NX,2022-09-03 00:00:00,Inactive
225,Sirisha Chowdary,Sri Super Mart,HoReCa,9898045315,sirishachowdary1953@example.com,"43, Rd Dabagardens",Dabagardens,Visakhapatnam,53054,37HABVW7191Q25A,2021-05-20 00:00:00,Active
226,Sridhar Patel,Sree Super Mart,Institutional,8182935473,sridharpatel8412@example.com,"87, Nagar Pendurthi",Pendurthi,Visakhapatnam,53046,37CGHRD1960T1V8,2024-03-03 00:00:00,Active
227,Deepak Iyer,Annapurna Cool Drinks,Wholesale,7000397051,deepakiyer3686@example.com,"83, Rd Marripalem",Marripalem,Visakhapatnam,53038,37HULZO3396QHO8,2020-06-28 00:00:00,Active
228,Lakshmi Verma,Sai Beverages,Retail,6013538060,lakshmiverma2567@example.com,"127, Nagar PM Palem",PM Palem,Visakhapatnam,53086,37BOCGU2586L7IG,2022-12-07 00:00:00,Active
229,Manikanta Verma,Sree Beverages,Institutional,6083273179,manikantaverma2376@demo.in,"140, Rd Akkayyapalem",Akkayyapalem,Visakhapatnam,53066,37ULGUT8400RR27,2024-12-09 00:00:00,Active
230,Lakshmi Nair,Lakshmi Cool Drinks,Institutional,8829202350,lakshminair3337@example.com,"14, Lane MVP Colony",MVP Colony,Visakhapatnam,53088,37IHIYE3971M0MJ,2020-12-13 00:00:00,Inactive
231,Harsha Sharma,Venkateswara Café,Retail,6512397289,harshasharma5410@example.com,"162, Nagar Auto Nagar",Auto Nagar,Visakhapatnam,53082,37RQYLC0748YJHU,2020-03-28 00:00:00,Active
232,Deepak Das,Balaji Beverages,Wholesale,8678577735,deepakdas2251@example.com,"17, Nagar Anakapalle",Anakapalle,Visakhapatnam,53079,37APCLE1839XORQ,2021-11-20 00:00:00,Active
233,Neha Yadav,Venkateswara Super Mart,Wholesale,7070424657,nehayadav4141@mail.com,"104, Rd Pendurthi",Pendurthi,Visakhapatnam,53088,37JLBHO6205EPLN,2020-10-30 00:00:00,Active
234,Akhil Shetty,Sri Refreshments,Retail,8600595674,akhilshetty2418@example.com,"185, Rd Akkayyapalem",Akkayyapalem,Visakhapatnam,53054,37NPBOU2675LRAX,2023-09-15 00:00:00,Inactive
235,Akhil Patel,Lakshmi Cool Drinks,Wholesale,8387298945,akhilpatel9156@demo.in,"53, Street Gopalapatnam",Gopalapatnam,Visakhapatnam,53051,37LQPPH0880NGWO,2020-08-19 00:00:00,Active
236,Chaitanya Reddy,Sai Beverages,Retail,8352193649,chaitanyareddy3721@mail.com,"9, Rd Venkojipalem",Venkojipalem,Visakhapatnam,53015,37OKMFT9089EDZX,2023-11-12 00:00:00,Active
237,Teja Patel,Sri Beverages,Wholesale,9343695602,tejapatel4213@mail.com,"77, Street Maddilapalem",Maddilapalem,Visakhapatnam,53031,37GWKGY1655NPS1,2021-12-01 00:00:00,Active
238,Vamsi Nair,Om General Stores,Institutional,7533267823,vamsinair5094@demo.in,"74, Nagar Akkayyapalem",Akkayyapalem,Visakhapatnam,53002,37ANJLV4578STFQ,2024-12-26 00:00:00,Active
239,Akhil Kumar,Om Refreshments,Institutional,9680870204,akhilkumar5920@demo.in,"67, Nagar Maharanipeta",Maharanipeta,Visakhapatnam,53052,37BGXRC1994EK7D,2020-10-25 00:00:00,Active
240,Mahesh Sharma,Sai Hotel,Retail,8791618987,maheshsharma692@mail.com,"39, Lane Gopalapatnam",Gopalapatnam,Visakhapatnam,53030,37WIGJV7189KNML,2022-08-07 00:00:00,Active
241,Sirisha Babu,Venkateswara Café,HoReCa,8390185930,sirishababu2455@mail.com,"178, Lane PM Palem",PM Palem,Visakhapatnam,53039,37QAYHF4447FFEB,2024-05-30 00:00:00,Active
242,Chaitanya Kumar,Sai Hotel,HoReCa,7627559573,chaitanyakumar5128@demo.in,"55, Rd Malkapuram",Malkapuram,Visakhapatnam,53073,37WCMTZ6558VLSQ,2025-10-03 00:00:00,Active
243,Suma Chowdary,Sree Hotel,Wholesale,6884305453,sumachowdary9135@demo.in,"137, Nagar Anakapalle",Anakapalle,Visakhapatnam,53014,37UZVCP1156ILXZ,2025-02-27 00:00:00,Active
244,Karthik Iyer,Venkateswara Cool Drinks,Wholesale,9241913633,karthikiyer5086@demo.in,"128, Nagar Old Town",Old Town,Visakhapatnam,53045,37VQHXS9163EF25,2023-11-26 00:00:00,Active
245,Vamsi Joshi,Annapurna Cool Drinks,Institutional,8649322428,vamsijoshi3478@mail.com,"126, Lane Yendada",Yendada,Visakhapatnam,53077,37PJYFM6731WWE0,2021-06-03 00:00:00,Active
246,Suma Verma,Om Beverages,HoReCa,6238469437,sumaverma1232@mail.com,"3, Nagar Anakapalle",Anakapalle,Visakhapatnam,53053,37KBNIU5190T3UW,2022-06-29 00:00:00,Active
247,Anil Joshi,Sai Hotel,Wholesale,7243357382,aniljoshi8486@mail.com,"107, Nagar Dabagardens",Dabagardens,Visakhapatnam,53055,37LVXPV9060Q562,2025-08-05 00:00:00,Active
248,Harsha Yadav,Lakshmi Refreshments,Retail,6765592358,harshayadav710@example.com,"71, Rd Gajuwaka",Gajuwaka,Visakhapatnam,53072,37JSIMO1401ZCTP,2024-09-03 00:00:00,Active
249,Anil Yadav,Om General Stores,Wholesale,7919100882,anilyadav5656@mail.com,"163, Rd Dabagardens",Dabagardens,Visakhapatnam,53039,37NXOYJ3831TVY9,2022-04-11 00:00:00,Inactive
250,Ramesh Gupta,Om Refreshments,HoReCa,7567275605,rameshgupta1516@demo.in,"61, Lane Auto Nagar",Auto Nagar,Visakhapatnam,53063,37LQOZV6306HVMI,2021-06-03 00:00:00,Inactive
251,Naveen Gupta,Venkateswara Cool Drinks,Wholesale,9089626311,naveengupta435@demo.in,"100, Street Kurmannapalem",Kurmannapalem,Visakhapatnam,53021,37TXLJQ3296PZOP,2021-02-14 00:00:00,Active
252,Sai Patel,Sri General Stores,Institutional,6163322284,saipatel8952@mail.com,"82, Lane NAD",NAD,Visakhapatnam,53077,37NOITA3831L2UH,2022-01-20 00:00:00,Active
253,Deepak Kumar,Sri Café,Retail,7837748021,deepakkumar536@demo.in,"80, Rd Auto Nagar",Auto Nagar,Visakhapatnam,53085,37JNFON6348W3IV,2024-05-16 00:00:00,Active
254,Arun Reddy,Sri Cool Drinks,Wholesale,8013179547,arunreddy1021@mail.com,"160, Lane PM Palem",PM Palem,Visakhapatnam,53005,37DMXJR4858JOJQ,2023-02-12 00:00:00,Inactive
255,Suma Naidu,Sri Refreshments,Wholesale,7957786873,sumanaidu6044@mail.com,"4, Rd Marripalem",Marripalem,Visakhapatnam,53049,37XBCTF3922MF3G,2021-12-01 00:00:00,Active
256,Arun Patel,Sree Cool Drinks,Institutional,9801163857,arunpatel2405@demo.in,"111, Nagar Malkapuram",Malkapuram,Visakhapatnam,53003,37LCMZS4324J9XS,2022-12-19 00:00:00,Inactive
257,Neha Nair,Sri Hotel,Wholesale,9731317962,nehanair2144@demo.in,"198, Street Venkojipalem",Venkojipalem,Visakhapatnam,53074,37UEAYU5216QMTW,2021-09-12 00:00:00,Active
258,Mahesh Shetty,Annapurna General Stores,Institutional,7157277232,maheshshetty8373@mail.com,"33, Street Venkojipalem",Venkojipalem,Visakhapatnam,53085,37CYYXY1179OAGI,2024-11-12 00:00:00,Active
259,Anil Joshi,Sai Beverages,Retail,8377045364,aniljoshi7014@mail.com,"112, Nagar Auto Nagar",Auto Nagar,Visakhapatnam,53017,37AEEGJ2013JVNS,2023-07-17 00:00:00,Active
260,Anusha Yadav,Sri Beverages,Retail,6940071141,anushayadav7940@demo.in,"102, Rd Pendurthi",Pendurthi,Visakhapatnam,53047,37NICUL8131RQVB,2024-12-08 00:00:00,Inactive
261,Neha Iyer,Om Cool Drinks,HoReCa,9210546171,nehaiyer3855@example.com,"158, Nagar MVP Colony",MVP Colony,Visakhapatnam,53022,37HIVOZ3077L8N1,2024-04-16 00:00:00,Inactive
