EmployeeID,EmployeeName,Role,Phone,Email,BranchID,HireDate,SalaryINR,ManagerID,Status
229,Keerthi Yadav,Delivery Helper,7570866505,keerthiyadav8187@example.com,514,2021-07-11 00:00:00,39704.73,766,Active
230,Pooja Chowdary,Accountant,8643392939,poojachowdary5924@demo.in,675,2021-02-25 00:00:00,44877.16,278,Active
231,Mahesh Chowdary,Branch Manager,7216302137,maheshchowdary2580@demo.in,796,2025-02-07 00:00:00,26663.4,,Active
232,Sridhar Chowdary,Sales Representative,6492114722,sridharchowdary4046@demo.in,405,2025-04-29 00:00:00,40119.79,988,Active
233,Pooja Naidu,Merchandiser,8395924781,poojanaidu3369@mail.com,564,2024-12-15 00:00:00,29664.42,733,Active
234,Teja Sharma,Sales Representative,8402429909,tejasharma2725@mail.com,963,2023-05-02 00:00:00,18562.43,378,Inactive
235,Deepak Das,Driver,9777154572,deepakdas8530@demo.in,52,2022-12-13 00:00:00,21627.9,359,Inactive
236,Sridhar Shetty,Sales Representative,6702019841,sridharshetty2564@example.com,240,2025-01-20 00:00:00,40657.97,419,Active
237,Pavan Das,Merchandiser,6208868905,pavandas8991@demo.in,30,2020-12-12 00:00:00,24000.42,864,Active
238,Sridhar Sharma,Driver,7684201405,sridharsharma8797@example.com,251,2025-01-18 00:00:00,53415.16,95,Active
239,Manikanta Patel,Merchandiser,7381077409,manikantapatel7694@mail.com,862,2021-01-13 00:00:00,44025.34,477,Active
240,Teja Naidu,Sales Representative,7074997108,tejanaidu1238@demo.in,211,2020-09-05 00:00:00,18959.4,247,Active
241,Ramesh Das,Sales Representative,6846259685,rameshdas287@demo.in,728,2022-12-27 00:00:00,28535.21,534,Active
242,Keerthi Chowdary,Warehouse Associate,7438693707,keerthichowdary6925@example.com,557,2019-09-16 00:00:00,20485.31,744,Active
243,Mahesh Das,Driver,9599178225,maheshdas4912@example.com,783,2020-05-07 00:00:00,52505.96,127,Active
244,Ravi Chowdary,Delivery Helper,8535672167,ravichowdary527@demo.in,840,2024-12-12 00:00:00,50526.46,551,Active
245,Karthik Babu,Accountant,9729739985,karthikbabu2181@example.com,592,2024-12-18 00:00:00,34586.8,489,Active
246,Suresh Kumar,Delivery Helper,9203331627,sureshkumar4569@mail.com,112,2021-02-13 00:00:00,40325.56,36,Inactive
247,Mahesh Kumar,Warehouse Associate,6622510925,maheshkumar1892@example.com,53,2024-12-30 00:00:00,31131.9,907,Active
248,Deepak Naidu,Accountant,9857939463,deepaknaidu6837@mail.com,232,2022-11-16 00:00:00,29731.35,453,Inactive
249,Sai Chowdary,Accountant,6120502537,saichowdary7638@example.com,946,2019-06-23 00:00:00,44171.95,342,Active
250,Naveen Babu,Merchandiser,9817520496,naveenbabu2004@mail.com,239,2020-10-05 00:00:00,46157.14,413,Active
251,Divya Sharma,Branch Manager,9134417819,divyasharma6454@demo.in,663,2020-07-10 00:00:00,43957.62,,Active
252,Pavan Iyer,Warehouse Associate,6490164359,pavaniyer1306@mail.com,173,2021-08-14 00:00:00,40982,142,Active
253,Arun Yadav,Driver,6099245629,arunyadav9182@example.com,691,2025-05-12 00:00:00,48443.98,639,Inactive
254,Suma Nair,Delivery Helper,8963436302,sumanair760@mail.com,454,2020-03-11 00:00:00,24511.75,227,Active
255,Sai Joshi,Merchandiser,9169270074,saijoshi7242@example.com,548,2023-06-26 00:00:00,50768.44,635,Inactive
256,Pavan Gupta,Branch Manager,6153083625,pavangupta7591@mail.com,356,2020-03-20 00:00:00,28331.46,,Active
257,Lakshmi Shetty,Accountant,9892832692,lakshmishetty6104@example.com,480,2020-05-09 00:00:00,45171.55,678,Active
258,Neha Shetty,Sales Representative,6120200982,nehashetty6283@demo.in,590,2019-11-24 00:00:00,49714.12,604,Inactive
259,Pavan Chowdary,Accountant,6282560448,pavanchowdary5875@mail.com,799,2025-05-01 00:00:00,51552.17,534,Active
260,Sridhar Chowdary,Merchandiser,9363496797,sridharchowdary2569@example.com,242,2025-10-07 00:00:00,19938.11,194,Inactive
261,Anil Verma,Accountant,6532324422,anilverma4003@mail.com,55,2020-11-04 00:00:00,54388.41,986,Active
262,Ravi Kumar,Driver,8217661404,ravikumar5444@mail.com,825,2025-05-20 00:00:00,18096.95,308,Active
263,Sirisha Iyer,Driver,6016368576,sirishaiyer5588@example.com,864,2025-09-28 00:00:00,50553.02,860,Active
264,Divya Kumar,Sales Representative,6687043948,divyakumar3849@demo.in,866,2023-12-23 00:00:00,38200.68,612,Inactive
265,Arun Joshi,Driver,9871183013,arunjoshi3377@mail.com,735,2019-02-25 00:00:00,36628.52,453,Active
266,Neha Das,Driver,9080722045,nehadas6685@mail.com,494,2023-11-22 00:00:00,28329.74,818,Active
267,Madhu Das,Branch Manager,9833487292,madhudas7744@mail.com,628,2025-07-21 00:00:00,48355.55,,Active
268,Deepak Patel,Delivery Helper,9229367085,deepakpatel4784@demo.in,43,2020-08-23 00:00:00,33189.19,302,Active
269,Karthik Patel,Sales Representative,6348010650,karthikpatel6638@mail.com,892,2020-10-03 00:00:00,31720.96,456,Active
270,Pavan Verma,Driver,9079032041,pavanverma167@mail.com,914,2019-09-12 00:00:00,24200.65,519,Inactive
271,Pavan Chowdary,Accountant,8033401712,pavanchowdary40@demo.in,945,2023-10-31 00:00:00,18329.51,28,Inactive
272,Divya Nair,Delivery Helper,7189061997,divyanair6677@mail.com,580,2022-09-29 00:00:00,39381.62,843,Active
273,Anil Kumar,Delivery Helper,7817082528,anilkumar5995@demo.in,335,2022-03-03 00:00:00,50290.49,576,Active
274,Suresh Shetty,Branch Manager,8715857013,sureshshetty3246@example.com,446,2019-01-03 00:00:00,27488.66,,Active
275,Keerthi Naidu,Warehouse Associate,6088544742,keerthinaidu2693@demo.in,824,2022-03-03 00:00:00,47434.7,804,Active
276,Madhu Patel,Accountant,7884740422,madhupatel5518@example.com,366,2019-12-24 00:00:00,20254.39,815,Inactive
277,Prasad Naidu,Branch Manager,9825687072,prasadnaidu4779@mail.com,799,2022-12-16 00:00:00,27635.9,,Inactive
278,Akhil Gupta,Sales Representative,7246167044,akhilgupta6588@demo.in,882,2022-11-22 00:00:00,49537.19,23,Active
279,Sridhar Shetty,Delivery Helper,8082971084,sridharshetty1186@demo.in,961,2021-10-14 00:00:00,44289.06,104,Active
280,Suresh Chowdary,Merchandiser,6757898504,sureshchowdary9617@mail.com,795,2023-12-24 00:00:00,20235.11,675,Active
281,Divya Babu,Warehouse Associate,9944704880,divyababu387@demo.in,235,2023-07-28 00:00:00,45399.65,153,Active
282,Manikanta Yadav,Warehouse Associate,6164221458,manikantayadav1270@demo.in,358,2023-12-20 00:00:00,54004.33,383,Active
283,Anil Babu,Accountant,8411694832,anilbabu3656@mail.com,176,2019-10-13 00:00:00,22407.42,620,Active
284,Karthik Naidu,Merchandiser,9262321096,karthiknaidu6406@mail.com,816,2025-05-01 00:00:00,49967.73,21,Active
285,Rohit Sharma,Accountant,6437491091,rohitsharma7300@demo.in,745,2023-08-16 00:00:00,22824.03,452,Active
286,Pooja Patel,Warehouse Associate,8126277407,poojapatel2452@demo.in,157,2020-03-29 00:00:00,43803.27,868,Inactive
287,Sirisha Joshi,Accountant,6649471400,sirishajoshi777@example.com,368,2020-05-11 00:00:00,22456.39,36,Active
288,Vamsi Das,Accountant,9949027735,vamsidas8054@mail.com,569,2023-05-08 00:00:00,47066.29,661,Inactive
289,Neha Kumar,Accountant,8616752418,nehakumar4032@demo.in,210,2023-03-19 00:00:00,32638.49,551,Active
290,Deepak Kumar,Driver,7866538970,deepakkumar2260@example.com,354,2025-07-24 00:00:00,23824.13,218,Active
291,Divya Chowdary,Accountant,8205024571,divyachowdary3245@mail.com,969,2024-02-06 00:00:00,54196.58,286,Active
292,Sirisha Chowdary,Accountant,7946561928,sirishachowdary2467@example.com,814,2025-04-11 00:00:00,39361.36,817,Active
293,Sai Yadav,Merchandiser,9891383884,saiyadav6184@mail.com,821,2019-08-12 00:00:00,40772.76,500,Active
294,Rohit Das,Warehouse Associate,9865690648,rohitdas5314@demo.in,497,2022-08-21 00:00:00,34501.77,95,Inactive
295,Suma Verma,Sales Representative,8169059041,sumaverma2201@example.com,420,2024-10-11 00:00:00,15410.8,480,Active
296,Karthik Babu,Driver,6133811620,karthikbabu9643@mail.com,430,2021-10-15 00:00:00,42673.15,443,Inactive
297,Chaitanya Das,Accountant,9979978354,chaitanyadas9926@mail.com,214,2025-09-22 00:00:00,41744.3,589,Active
298,Harsha Iyer,Driver,7871405775,harshaiyer748@example.com,139,2019-09-23 00:00:00,18695.48,803,Active
299,Vikram Shetty,Driver,8577848800,vikramshetty5164@demo.in,763,2019-01-11 00:00:00,45866.56,218,Active
300,Vikram Nair,Branch Manager,8800699530,vikramnair1937@example.com,789,2021-04-08 00:00:00,48181.39,,Inactive
301,Chaitanya Patel,Accountant,9564449815,chaitanyapatel1247@example.com,355,2022-09-10 00:00:00,47170.79,198,Active
302,Rohit Nair,Delivery Helper,6187346506,rohitnair4706@mail.com,327,2025-07-15 00:00:00,28175.47,987,Active
303,Vamsi Nair,Driver,7821379700,vamsinair1956@demo.in,718,2022-07-29 00:00:00,26883.5,185,Active
304,Suma Verma,Sales Representative,9982795172,sumaverma1393@example.com,48,2024-10-29 00:00:00,48436.49,196,Inactive
305,Vamsi Patel,Branch Manager,8494779752,vamsipatel4937@example.com,344,2023-05-21 00:00:00,44752.84,,Inactive
306,Suresh Reddy,Branch Manager,8358755111,sureshreddy7671@example.com,377,2021-06-14 00:00:00,40218.78,,Active
307,Manikanta Joshi,Accountant,9927781603,manikantajoshi5605@example.com,644,2021-02-04 00:00:00,26493.18,512,Active
308,Mahesh Chowdary,Warehouse Associate,6187868422,maheshchowdary683@example.com,133,2022-12-15 00:00:00,43039.7,983,Active
309,Anil Gupta,Delivery Helper,9868183994,anilgupta6095@mail.com,202,2021-04-22 00:00:00,47993.82,701,Active
310,Prasad Naidu,Warehouse Associate,6977279548,prasadnaidu5919@example.com,934,2022-07-04 00:00:00,47611.84,941,Active
311,Vikram Gupta,Branch Manager,7349894778,vikramgupta4176@demo.in,953,2023-05-31 00:00:00,21861.21,,Active
312,Harsha Das,Sales Representative,6071042233,harshadas5016@example.com,466,2021-03-14 00:00:00,25691.43,282,Inactive
313,Rohit Nair,Warehouse Associate,9309978310,rohitnair2671@example.com,558,2019-12-27 00:00:00,43014.44,430,Inactive
314,Teja Verma,Driver,8630657490,tejaverma4141@mail.com,461,2023-05-26 00:00:00,34300.67,638,Active
315,Sridhar Sharma,Branch Manager,9925422011,sridharsharma2603@example.com,313,2019-03-06 00:00:00,15659.5,,Active
316,Pooja Sharma,Driver,9585115363,poojasharma6197@demo.in,741,2020-03-02 00:00:00,53678.03,848,Inactive
317,Lakshmi Gupta,Branch Manager,6131730822,lakshmigupta7565@demo.in,872,2021-02-04 00:00:00,25581.41,,Active
318,Sai Iyer,Delivery Helper,7997049284,saiiyer3022@example.com,892,2024-12-15 00:00:00,15591.66,584,Inactive
319,Karthik Joshi,Branch Manager,6726995092,karthikjoshi5481@demo.in,905,2020-08-25 00:00:00,24582.6,,Inactive
320,Suresh Shetty,Branch Manager,6691875724,sureshshetty6030@demo.in,816,2025-06-30 00:00:00,45313.63,,Active
321,Sirisha Yadav,Accountant,6762097969,sirishayadav5639@example.com,78,2019-12-20 00:00:00,38125.19,141,Active
322,Mahesh Naidu,Accountant,6990126148,maheshnaidu3270@example.com,151,2023-06-22 00:00:00,52624.14,867,Active
323,Vikram Reddy,Warehouse Associate,9484987763,vikramreddy1213@example.com,73,2022-12-20 00:00:00,43235.96,653,Active
324,Sirisha Babu,Delivery Helper,7572149687,sirishababu9877@demo.in,366,2022-11-29 00:00:00,28333.58,646,Active
325,Sirisha Nair,Warehouse Associate,6927319691,sirishanair8582@demo.in,387,2024-07-16 00:00:00,30162.98,584,Active
326,Vamsi Nair,Driver,9898584442,vamsinair7999@demo.in,520,2024-08-25 00:00:00,25999.37,988,Inactive
327,Suma Iyer,Sales Representative,6578626099,sumaiyer6011@example.com,16,2022-08-06 00:00:00,30416.44,865,Active
328,Lakshmi Naidu,Merchandiser,6236599416,lakshminaidu3321@demo.in,207,2020-05-28 00:00:00,19278.98,179,Active
329,Pavan Iyer,Driver,6476334837,pavaniyer912@mail.com,131,2025-05-16 00:00:00,24256.69,791,Active
330,Sridhar Naidu,Merchandiser,8577878387,sridharnaidu4908@example.com,521,2021-07-09 00:00:00,24502.76,780,Active
331,Pooja Chowdary,Warehouse Associate,9944327951,poojachowdary8305@example.com,579,2025-10-05 00:00:00,52465.49,325,Active
332,Suresh Patel,Branch Manager,6428086738,sureshpatel6040@example.com,663,2024-10-21 00:00:00,47806.95,,Inactive
333,Karthik Kumar,Branch Manager,8247370557,karthikkumar363@demo.in,694,2021-02-02 00:00:00,35273.56,,Active
334,Rohit Das,Branch Manager,9127894254,rohitdas9892@demo.in,529,2025-10-29 00:00:00,21384.95,,Active
335,Mahesh Joshi,Branch Manager,6574620135,maheshjoshi6235@demo.in,166,2023-11-24 00:00:00,42993.59,,Inactive
336,Harsha Chowdary,Delivery Helper,9113484038,harshachowdary2890@mail.com,578,2021-09-17 00:00:00,19592.28,705,Inactive
337,Anusha Nair,Delivery Helper,6997807320,anushanair5024@example.com,246,2023-11-18 00:00:00,20616.29,22,Active
338,Prasad Joshi,Sales Representative,6888310559,prasadjoshi3568@mail.com,177,2022-04-04 00:00:00,37124.32,71,Active
339,Sai Kumar,Delivery Helper,9188836354,saikumar9793@mail.com,776,2019-05-28 00:00:00,31351.57,876,Active
340,Manikanta Joshi,Delivery Helper,9087686921,manikantajoshi6333@example.com,397,2020-11-12 00:00:00,38710.63,233,Active
341,Keerthi Kumar,Accountant,9879048940,keerthikumar3156@demo.in,273,2021-10-02 00:00:00,33941.05,493,Active
342,Chaitanya Verma,Accountant,8199651025,chaitanyaverma679@mail.com,299,2021-11-28 00:00:00,43080.92,721,Inactive
343,Sridhar Iyer,Merchandiser,8717053029,sridhariyer5648@example.com,715,2021-07-25 00:00:00,22710.37,186,Inactive
344,Lakshmi Babu,Driver,9541510541,lakshmibabu1923@demo.in,851,2023-07-22 00:00:00,34006.83,322,Active
345,Harsha Babu,Delivery Helper,8029665207,harshababu1683@demo.in,763,2019-03-06 00:00:00,52526.19,35,Active
346,Karthik Nair,Sales Representative,8105126208,karthiknair9442@mail.com,209,2025-06-12 00:00:00,16985.15,637,Active
347,Pavan Yadav,Warehouse Associate,6252788393,pavanyadav7267@demo.in,300,2025-05-09 00:00:00,53285.29,123,Active
348,Karthik Das,Branch Manager,7937585379,karthikdas2315@example.com,637,2022-09-22 00:00:00,54759.61,,Inactive
349,Keerthi Kumar,Sales Representative,6717117818,keerthikumar7109@demo.in,888,2023-08-23 00:00:00,35029.89,15,Active
350,Neha Naidu,Branch Manager,6427961329,nehanaidu595@example.com,479,2024-07-14 00:00:00,39579.81,,Inactive
351,Anil Patel,Driver,6448750953,anilpatel8640@example.com,129,2024-10-23 00:00:00,27449.25,792,Active
352,Pavan Chowdary,Sales Representative,6099050621,pavanchowdary1478@example.com,603,2025-02-06 00:00:00,44835.95,466,Active
353,Prasad Naidu,Branch Manager,7062873149,prasadnaidu8580@mail.com,866,2025-07-29 00:00:00,21000.1,,Active
354,Suma Das,Delivery Helper,9925078284,sumadas1543@demo.in,670,2024-12-23 00:00:00,22514.81,838,Active
355,Pooja Nair,Merchandiser,7162545755,poojanair5294@example.com,389,2024-08-23 00:00:00,53608.08,122,Active
356,Suma Gupta,Driver,8478359067,sumagupta6144@demo.in,466,2022-12-01 00:00:00,39515.03,611,Inactive
357,Mahesh Reddy,Delivery Helper,8802377848,maheshreddy1747@mail.com,924,2025-08-23 00:00:00,23570.08,792,Active
358,Harsha Das,Branch Manager,9505847736,harshadas1276@demo.in,630,2023-10-30 00:00:00,15852.54,,Active
359,Akhil Das,Delivery Helper,6704103673,akhildas6680@demo.in,905,2023-12-01 00:00:00,33428.77,594,Active
360,Pooja Das,Merchandiser,7068829901,poojadas3904@mail.com,852,2025-04-03 00:00:00,25444.37,561,Active
361,Anusha Babu,Warehouse Associate,9635327797,anushababu4168@mail.com,331,2020-04-10 00:00:00,39866.81,747,Active
362,Madhu Verma,Sales Representative,7174302781,madhuverma9160@demo.in,775,2021-04-30 00:00:00,32331.21,751,Active
363,Lakshmi Naidu,Warehouse Associate,8391542771,lakshminaidu6543@demo.in,919,2021-02-07 00:00:00,46334.31,576,Active
364,Mahesh Sharma,Accountant,9484949069,maheshsharma6294@example.com,236,2020-03-22 00:00:00,43904.26,904,Active
365,Madhu Chowdary,Sales Representative,7292891179,madhuchowdary8742@example.com,979,2021-09-05 00:00:00,35261.6,451,Active
366,Divya Reddy,Warehouse Associate,6909499718,divyareddy8022@example.com,966,2025-03-23 00:00:00,41577.25,15,Active
367,Arun Reddy,Warehouse Associate,7103539481,arunreddy825@mail.com,112,2020-05-10 00:00:00,31178.21,716,Active
368,Sridhar Shetty,Branch Manager,9229073960,sridharshetty9072@example.com,100,2020-05-03 00:00:00,44814.54,,Inactive
369,Manikanta Shetty,Delivery Helper,6877485883,manikantashetty9115@example.com,703,2021-10-14 00:00:00,20789.85,155,Active
370,Karthik Iyer,Warehouse Associate,9606383610,karthikiyer5478@mail.com,533,2019-11-09 00:00:00,15571.76,462,Active
371,Vikram Joshi,Accountant,9626086925,vikramjoshi7235@mail.com,291,2024-06-30 00:00:00,32484.59,767,Inactive
372,Divya Yadav,Driver,6853844799,divyayadav7945@demo.in,548,2019-07-13 00:00:00,44812.87,265,Active
373,Ravi Kumar,Driver,6951752635,ravikumar7896@example.com,660,2019-12-23 00:00:00,45027.74,893,Active
374,Divya Shetty,Delivery Helper,6117023230,divyashetty7482@demo.in,883,2025-10-12 00:00:00,17068.64,353,Inactive
375,Keerthi Das,Sales Representative,9610617851,keerthidas7907@mail.com,874,2020-05-26 00:00:00,44419.38,669,Inactive
376,Madhu Sharma,Merchandiser,6724146586,madhusharma5722@mail.com,43,2022-10-21 00:00:00,45431.73,568,Active
377,Deepak Das,Driver,8541716137,deepakdas2533@mail.com,120,2019-11-09 00:00:00,20172.84,377,Inactive
378,Ravi Das,Sales Representative,7115424402,ravidas7932@example.com,207,2025-08-04 00:00:00,49479.33,232,Active
379,Naveen Naidu,Delivery Helper,8581070864,naveennaidu4542@example.com,529,2023-06-01 00:00:00,32052.74,220,Active
380,Vamsi Patel,Sales Representative,9069238673,vamsipatel7195@demo.in,464,2020-01-26 00:00:00,41490.92,418,Active
381,Sirisha Verma,Driver,6732815720,sirishaverma2666@demo.in,283,2022-10-21 00:00:00,50379.06,579,Active
382,Manikanta Babu,Sales Representative,7154238825,manikantababu249@example.com,106,2021-11-09 00:00:00,17858.41,913,Inactive
383,Sridhar Sharma,Delivery Helper,6332536929,sridharsharma8316@mail.com,211,2020-07-05 00:00:00,44687.38,601,Inactive
384,Rohit Patel,Accountant,7661674993,rohitpatel1214@mail.com,429,2023-11-30 00:00:00,50675.13,942,Active
385,Pavan Chowdary,Merchandiser,9139134559,pavanchowdary7077@mail.com,160,2023-08-20 00:00:00,47902.5,586,Active
386,Prasad Naidu,Sales Representative,9152014860,prasadnaidu8311@demo.in,402,2024-05-06 00:00:00,47218.08,535,Active
387,Mahesh Reddy,Sales Representative,9490994298,maheshreddy6671@example.com,244,2025-07-18 00:00:00,46803.71,698,Active
388,Naveen Sharma,Merchandiser,9851698349,naveensharma6807@example.com,547,2022-02-20 00:00:00,20557.79,717,Inactive
389,Ravi Nair,Driver,9330674126,ravinair1787@example.com,957,2022-03-22 00:00:00,34992.93,280,Active
390,Suresh Patel,Accountant,9929662937,sureshpatel2720@demo.in,570,2019-08-10 00:00:00,21203.12,939,Active
391,Teja Nair,Merchandiser,7989624904,tejanair1028@demo.in,424,2022-01-20 00:00:00,25339.46,114,Active
392,Pavan Iyer,Warehouse Associate,8728683497,pavaniyer757@mail.com,229,2024-10-12 00:00:00,38572.04,972,Active
393,Chaitanya Iyer,Driver,8042973742,chaitanyaiyer9771@demo.in,713,2019-08-02 00:00:00,33682.87,278,Inactive
394,Divya Joshi,Delivery Helper,9650875319,divyajoshi2662@mail.com,562,2021-01-17 00:00:00,36687.06,673,Active
395,Chaitanya Gupta,Sales Representative,9187344455,chaitanyagupta9162@mail.com,380,2024-12-26 00:00:00,39761.24,630,Inactive
396,Divya Babu,Warehouse Associate,8277086306,divyababu2371@mail.com,686,2024-04-23 00:00:00,23035.94,849,Active
397,Sirisha Kumar,Sales Representative,6657334350,sirishakumar1619@demo.in,564,2024-02-10 00:00:00,53386.69,148,Active
398,Pooja Patel,Delivery Helper,8788609662,poojapatel1747@example.com,268,2020-12-06 00:00:00,53763.63,585,Active
399,Deepak Chowdary,Warehouse Associate,9712212772,deepakchowdary7997@demo.in,133,2025-01-05 00:00:00,17737.26,942,Inactive
400,Pooja Reddy,Accountant,8490679264,poojareddy5849@example.com,500,2025-05-25 00:00:00,20374.93,683,Inactive
401,Pooja Das,Merchandiser,9469033390,poojadas3643@demo.in,953,2021-11-08 00:00:00,32736.53,169,Active
402,Madhu Naidu,Warehouse Associate,7796901099,madhunaidu3395@mail.com,511,2020-08-28 00:00:00,54364.83,610,Inactive
403,Divya Patel,Branch Manager,6550460721,divyapatel6718@example.com,32,2024-05-18 00:00:00,17983.3,,Inactive
404,Sirisha Shetty,Delivery Helper,6987292740,sirishashetty7609@example.com,743,2020-02-07 00:00:00,52439.86,231,Active
405,Akhil Naidu,Branch Manager,6122179251,akhilnaidu2161@mail.com,371,2024-10-10 00:00:00,15943.69,,Inactive
406,Akhil Patel,Sales Representative,6593487190,akhilpatel5128@example.com,969,2019-06-02 00:00:00,35360.66,809,Active
407,Ramesh Nair,Delivery Helper,6013485482,rameshnair9961@demo.in,535,2019-06-05 00:00:00,45403.53,24,Active
408,Pavan Babu,Delivery Helper,6065760862,pavanbabu1361@example.com,992,2023-12-18 00:00:00,16294.53,143,Active
409,Ravi Verma,Sales Representative,6187874590,raviverma6921@demo.in,327,2021-11-13 00:00:00,29696.95,595,Inactive
410,Sridhar Patel,Delivery Helper,6141074614,sridharpatel7586@demo.in,222,2021-01-14 00:00:00,18943.83,944,Active
411,Karthik Patel,Delivery Helper,6501892341,karthikpatel5206@demo.in,284,2025-06-01 00:00:00,21055.63,176,Active
412,Harsha Kumar,Driver,9115896004,harshakumar3872@example.com,868,2020-01-11 00:00:00,34122.5,594,Inactive
413,Keerthi Shetty,Branch Manager,9857685730,keerthishetty1539@demo.in,262,2025-05-01 00:00:00,29567.09,,Active
414,Teja Shetty,Delivery Helper,6935151721,tejashetty8507@demo.in,358,2022-06-04 00:00:00,25559.4,329,Active
415,Naveen Shetty,Sales Representative,7831290269,naveenshetty332@mail.com,737,2025-01-16 00:00:00,54544.61,785,Inactive
416,Pavan Naidu,Accountant,7046500802,pavannaidu4644@example.com,286,2025-04-24 00:00:00,18745.99,99,Active
417,Harsha Sharma,Branch Manager,9939986497,harshasharma8305@mail.com,186,2025-02-20 00:00:00,22610.83,,Active
418,Karthik Joshi,Warehouse Associate,6967033626,karthikjoshi6088@mail.com,572,2022-09-16 00:00:00,36877.08,527,Active
419,Akhil Babu,Branch Manager,7141702868,akhilbabu4464@example.com,632,2024-04-01 00:00:00,47528.97,,Active
420,Suma Iyer,Sales Representative,9107192413,sumaiyer7373@mail.com,429,2019-03-14 00:00:00,34730.22,748,Inactive
421,Akhil Yadav,Driver,7341681231,akhilyadav4657@mail.com,155,2020-04-17 00:00:00,39272.76,24,Active
422,Anusha Reddy,Accountant,7481498539,anushareddy4203@mail.com,100,2022-08-03 00:00:00,15974.43,248,Active
423,Vamsi Kumar,Sales Representative,6069310301,vamsikumar2535@example.com,156,2024-07-29 00:00:00,52260.56,474,Active
424,Anil Shetty,Delivery Helper,6321015402,anilshetty7513@example.com,163,2023-02-09 00:00:00,31162.03,362,Active
425,Vamsi Joshi,Driver,7594579655,vamsijoshi6659@mail.com,739,2022-08-08 00:00:00,36235.71,500,Active
426,Prasad Iyer,Sales Representative,6266708652,prasadiyer8461@mail.com,768,2023-02-14 00:00:00,54362.77,208,Active
427,Deepak Gupta,Accountant,8475242187,deepakgupta3056@example.com,633,2020-12-14 00:00:00,28222.52,466,Active
428,Pooja Nair,Sales Representative,9838549944,poojanair9617@example.com,677,2024-05-22 00:00:00,28183.48,802,Active
429,Sai Gupta,Branch Manager,6506668913,saigupta1434@example.com,661,2022-08-21 00:00:00,20246.91,,Active
430,Keerthi Chowdary,Accountant,7184735959,keerthichowdary5728@mail.com,631,2021-08-30 00:00:00,27852.16,607,Inactive
431,Rohit Yadav,Merchandiser,7057327927,rohityadav7326@mail.com,845,2020-09-25 00:00:00,39804.68,155,Active
432,Sai Babu,Branch Manager,9946900328,saibabu1845@demo.in,7,2024-08-10 00:00:00,53898.81,,Inactive
433,Divya Sharma,Delivery Helper,9536113111,divyasharma7557@demo.in,773,2019-03-12 00:00:00,41030.83,614,Active
434,Suresh Yadav,Branch Manager,8170595885,sureshyadav6054@mail.com,311,2020-02-11 00:00:00,33460.14,,Inactive
435,Suma Yadav,Delivery Helper,8892517415,sumayadav6488@mail.com,85,2019-05-10 00:00:00,33309.42,989,Inactive
436,Harsha Naidu,Delivery Helper,9450548252,harshanaidu1457@mail.com,280,2023-05-19 00:00:00,32619.11,242,Active
437,Deepak Joshi,Branch Manager,7362706431,deepakjoshi6989@example.com,862,2019-11-27 00:00:00,15466.42,,Active
438,Arun Babu,Sales Representative,8492051339,arunbabu4769@demo.in,232,2020-02-29 00:00:00,48229.92,53,Active
439,Chaitanya Babu,Warehouse Associate,9987252417,chaitanyababu6926@example.com,995,2025-08-23 00:00:00,37793.54,336,Active
440,Anil Gupta,Driver,8151071844,anilgupta1528@demo.in,478,2020-08-18 00:00:00,47913.76,641,Inactive
441,Neha Chowdary,Warehouse Associate,8707477067,nehachowdary9439@mail.com,749,2024-11-02 00:00:00,24178.19,259,Active
442,Prasad Yadav,Delivery Helper,8211093735,prasadyadav6271@demo.in,214,2024-02-20 00:00:00,42609.66,897,Active
443,Sai Yadav,Accountant,9732332384,saiyadav7110@mail.com,55,2025-09-29 00:00:00,35131.17,992,Inactive
444,Naveen Kumar,Delivery Helper,9364896138,naveenkumar8377@mail.com,124,2025-10-08 00:00:00,53712.84,227,Active
445,Pavan Babu,Merchandiser,8588044532,pavanbabu9375@example.com,620,2021-07-04 00:00:00,24561.21,606,Active
446,Divya Babu,Delivery Helper,9986384161,divyababu2561@example.com,546,2021-07-31 00:00:00,49421.62,238,Active
447,Pooja Kumar,Sales Representative,9793629838,poojakumar632@mail.com,189,2022-12-18 00:00:00,24386.91,736,Active
448,Suma Das,Sales Representative,8667883140,sumadas4585@demo.in,47,2019-09-08 00:00:00,33055.65,904,Active
449,Prasad Reddy,Accountant,8971205295,prasadreddy9533@example.com,270,2021-06-01 00:00:00,26174.92,372,Active
450,Rohit Naidu,Delivery Helper,8719032307,rohitnaidu7752@demo.in,58,2025-07-15 00:00:00,48098.46,756,Active
451,Manikanta Babu,Merchandiser,8346308153,manikantababu6759@mail.com,844,2023-11-19 00:00:00,34632.49,721,Inactive
452,Prasad Babu,Driver,9831168949,prasadbabu8399@example.com,982,2022-06-20 00:00:00,53076.41,833,Active
453,Rohit Das,Branch Manager,6946063963,rohitdas7494@mail.com,63,2023-04-22 00:00:00,47986.21,,Active
454,Harsha Sharma,Driver,6875934863,harshasharma3271@demo.in,515,2022-01-27 00:00:00,32081.94,727,Active
455,Pavan Kumar,Merchandiser,9698967414,pavankumar3199@mail.com,321,2025-02-23 00:00:00,27741.75,318,Inactive
456,Harsha Reddy,Driver,7273559222,harshareddy7547@mail.com,556,2025-08-29 00:00:00,18638.93,750,Active
